Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Diachasma	0	0	0	0	0.001717	0	0	0	0
Euspilotus	0	0	0	0	8e-06	0	0	0	0
Lampris	0	0	0	0	8e-06	0	0	0	0
Pleurotus	0	0	0	0	2.4e-05	1.4e-05	0	0	0
Scirtothrips	0	0	0	0	8e-06	0	0	0	0
Curtisella	0	0	0	0	8e-06	0	0	0	0
Protophormia	0	0	0	0	8e-06	0	0	0	0
Sartidia	0	0	0	0	1.6e-05	0	0	0	0
Pseudocrangonyx	0	0	0	0	8e-06	0	0	0	0
Labilithrix	0	0	0	0	0.000241	0	6e-05	0	0
Acetitomaculum	0	0	0	0	5.6e-05	0.000226	1.2e-05	8e-06	0
Devylderia	0	0	0	0	2.4e-05	0	0	0	0
Imantodes	0	0	0	0	1.6e-05	0	0	0	0
Cormobates	0	0	0	0	0.000417	0	0	0	0
Ostreococcus	0	0	0	0	0.000634	4.2e-05	1.2e-05	0	0
Neofelis	0	0	0	0	0.000144	0	0	0	0
Acacia	0	0	0	0	0.000305	0	0	0	0
Dissostichus	0	0	0	0	1.6e-05	0	0	0	0
Osmia	0	0	0	0	0.000152	0	0	0	0
Cyphostethus	0	0	0	0	8e-06	0	0	0	0
Luperina	0	0	0	0	8e-06	0	0	0	0
Aquilegia	0	0	0	0	0.000193	0	0	0	0
Cobitis	0	0	0	0	1.6e-05	0	0	0	0
Acetes	0	0	0	0	0.000152	0	0	0	0
Lachnum	0	0	0	0	8e-06	0	0	0	0
Moesziomyces	0	0	0	0	0.000473	7.1e-05	0	0	0
Haplochromis	0	0	0	0	0.002199	0	0	0	0
Helianthus	0	0	0	0	0.000594	0	0	0	0
Sporothrix	0	0	0	0	0.000345	0.000325	0	0	0
Platyrhina	0	0	0	0	8e-06	0	0	0	0
Cyamops	0	0	0	0	8e-06	0	0	0	0
Ellisella	0	0	0	0	8e-06	0	0	0	0
Momotus	0	0	0	0	8e-06	0	0	0	0
Rsl2virus	0	0	0	0	8e-06	0	0	0	0
Siparuna	0	0	0	0	1.6e-05	0	0	0	0
Pseudo-nitzschia	0	0	0	0	2.4e-05	0	0	0	0
Ceratopteris	0	0	0	0	2.4e-05	0	0	0	0
Phaeodactylum	0	0	0	0	0.000473	0	0	0	0
Meganyctiphanes	0	0	0	0	8e-06	0	0	0	0
Heloniopsis	0	0	0	0	1.6e-05	0	0	0	0
Goeppertia	0	0	0	0	8e-06	0	0	0	0
Amynthas	0	0	0	0	0.000104	0	0	0	0
Comicus	0	0	0	0	8e-06	0	0	0	0
Amandinea	0	0	0	0	6.4e-05	0	0	0	0
Sauropus	0	0	0	0	8e-06	0	0	0	0
Subdoligranulum	0	0	0	0	8e-06	0.000494	0.000418	0	0.000913
Dermestes	0	0	0	0	1.6e-05	0	0	0	0
Artemisia	0	0	0	0	6.4e-05	0	0	0	0
Myrsine	0	0	0	0	8e-06	0	0	0	0
Dipodillus	0	0	0	0	0.00016	0	0	0	0
Isognomon	0	0	0	0	2.4e-05	0	0	0	0
Technomyrmex	0	0	0	0	8e-06	0	0	0	0
Apeltes	0	0	0	0	1.6e-05	0	0	0	0
Diaziella	0	0	0	0	8e-06	0	0	0	0
Eremothecium	0	0	0	0	0.001998	7.1e-05	0	0	0
Blasticotoma	0	0	0	0	8e-06	0	0	0	0
Luzula	0	0	0	0	2.4e-05	0	0	0	0
Sporisorium	0	0	0	0	0.001067	1.4e-05	0	8e-06	0
Paraglypturus	0	0	0	0	8e-06	0	0	0	0
Suaeda	0	0	0	0	8e-06	0	0	0	0
Tyrannus	0	0	0	0	8e-06	0	0	0	0
Phereoeca	0	0	0	0	8e-06	0	0	0	0
Galendromus	0	0	0	0	0.000329	0	0	0	0
Mastadenovirus	0	0	0	0	0.000177	0	0	0	0
Scomberomorus	0	0	0	0	8e-06	0	0	0	0
Peltoperla	0	0	0	0	8e-06	0	0	0	0
Candidatus Acetothermum	0	0	0	0	4.8e-05	0	0	0	0
Antitrisuloides	0	0	0	0	8e-06	0	0	0	0
Centropogon	0	0	0	0	1.6e-05	0	0	0	0
Neptuniibacter	0	0	0	0	8e-06	0	0	0	0
Daphnia	0	0	0	0	0.00012	0	0.000203	0	0
Dolichopsis	0	0	0	0	1.6e-05	0	0	0	0
Parascaris	0	0	0	0	0.005087	0	0	0	0
Mya	0	0	0	0	8e-06	0	0	0	0
Taeniopygia	0	0	0	0	0.001308	0	0	0	0
Amorphophallus	0	0	0	0	8e-06	0	0	0	0
Kinyongia	0	0	0	0	1.6e-05	0	0	0	0
Paradelphomyia	0	0	0	0	7.2e-05	0	0	0	0
Dugesia	0	0	0	0	0.000169	0	0	0	0
Amphithera	0	0	0	0	1.6e-05	0	0	0	0
Bismarckia	0	0	0	0	4e-05	0	0	0	0
Cripavirus	0	0	0	0	0.000233	0	0	0	0
Lyropaeus	0	0	0	0	2.4e-05	0	0	0	0
Sarsia	0	0	0	0	8e-06	0	0	0	0
Cylindrocaulus	0	0	0	0	8e-06	0	0	0	0
Mystacina	0	0	0	0	8e-06	0	0	0	0
Peperomia	0	0	0	0	8e-06	0	0	0	0
Rabidosa	0	0	0	0	1.6e-05	0	0	0	0
Aquabirnavirus	0	0	0	0	2.4e-05	0	0	0	0
Psammobatis	0	0	0	0	2.4e-05	0	0	0	0
Phodopus	0	0	0	0	1.6e-05	0	0	0	0
Holothuria	0	0	0	0	8e-06	0	0	0	0
Characiochloris	0	0	0	0	8e-06	0	0	1.7e-05	0
Helicoma	0	0	0	0	1.6e-05	0	0	0	0
Monopterus	0	0	0	0	1.6e-05	0	0	0	0
Aglaia	0	0	0	0	8e-06	0	0	0	0
Candidatus Rosenkranzia	0	0	0	0	1.6e-05	0	0	0	0
Phaethon	0	0	0	0	0.000273	0	0	0	0
Equus	0	0	0	0	0.004999	0	0	0	0
Pseudothyatira	0	0	0	0	1.6e-05	0	0	0	0
Maylandia	0	0	0	0	0.002167	0	0	0	0
Manihot	0	0	0	0	4e-05	0	0	0	0
Odontolejeunea	0	0	0	0	3.2e-05	0	0	0	0
P68virus	0	0	0	0	6.4e-05	0	0	0	0
Sterkiella	0	0	0	0	0.000136	0	0	0	0
Volvatella	0	0	0	0	2.4e-05	0	0	0	0
Helminthostachys	0	0	0	0	8e-06	0	0	0	0
Argopecten	0	0	0	0	2.4e-05	0	0	0	0
Candidatus Endoecteinascidia	0	0	0	0	1.6e-05	0	0	0	0
Cyphomyrmex	0	0	0	0	0.001324	0	0	0	0
Ampelovirus	0	0	0	0	1.6e-05	0	0	0	0
Ophthalmotilapia	0	0	0	0	1.6e-05	0	0	0	0
Copelatus	0	0	0	0	2.4e-05	0	0	0	0
Avibacterium	0	0	0	0	0.00012	0	0	0	0
Adoxophyes	0	0	0	0	1.6e-05	0	0	0	0
Orectolobus	0	0	0	0	8e-06	0	0	0	0
Hemicentrotus	0	0	0	0	4.8e-05	0	0	0	0
Hyriopsis	0	0	0	0	2.4e-05	0	0	0	0
Rb49virus	0	0	0	0	0.000144	0	0	0	0
Pheidole	0	0	0	0	1.6e-05	0	0	0	0
Microeuraphia	0	0	0	0	2.4e-05	0	0	0	0
Ommatophoca	0	0	0	0	1.6e-05	0	0	0	0
Limnesia	0	0	0	0	1.6e-05	0	0	0	0
Ibla	0	0	0	0	8e-06	0	0	0	0
Hylodes	0	0	0	0	2.4e-05	0	0	0	0
Ocladius	0	0	0	0	1.6e-05	0	0	0	0
Anadara	0	0	0	0	8e-06	0	0	0	0
Aglaophenia	0	0	0	0	2.4e-05	0	0	0	0
Gonatodes	0	0	0	0	1.6e-05	0	0	0	0
Macquaria	0	0	0	0	8e-06	0	0	0	0
Triticum	0	0	0	0	0.010865	0	0	8e-06	0
Laparocerus	0	0	0	0	3.2e-05	0	0	0	0
Lyonia	0	0	0	0	1.6e-05	0	0	0	0
Paraclostridium	0	0	0	0	0.002351	0.001724	0	0	0
Helminthocladia	0	0	0	0	4e-05	0	0	0	0
Sfi11virus	0	0	0	0	4.8e-05	0	0	0	0
Rhodymenia	0	0	0	0	3.2e-05	0	0	0	0
Frankliniella	0	0	0	0	8e-06	0	0	0	0
Afroploce	0	0	0	0	8e-06	0	0	0	0
Cistus	0	0	0	0	8e-06	0	0	0	0
Stanleya	0	0	0	0	8e-06	0	0	0	0
Myleus	0	0	0	0	3.2e-05	0	0	0	0
Nanoarchaeum	0	0	0	0	2.4e-05	1.4e-05	0	0	0
Haydenoxylon	0	0	0	0	8e-06	0	0	0	0
Pidorus	0	0	0	0	8e-06	0	0	0	0
Noctiluca	0	0	0	0	1.6e-05	0	0	0	0
Heterocephalus	0	0	0	0	0.002784	0	0	0	0
Phycus	0	0	0	0	1.6e-05	0	0	0	0
Colius	0	0	0	0	0.000201	0	0	0	0
Rhynchortyx	0	0	0	0	3.2e-05	0	0	0	0
Hp1virus	0	0	0	0	1.6e-05	0	0	0	0
Hapavirus	0	0	0	0	2.4e-05	0	0	0	0
Izatha	0	0	0	0	7.2e-05	0	0	0	0
Pterothamnion	0	0	0	0	1.6e-05	0	0	0	0
Cylindrotheca	0	0	0	0	7.2e-05	0	0	0	0
Rudivirus	0	0	0	0	8e-06	0	0	0	0
Arhopala	0	0	0	0	1.6e-05	0	0	0	0
Rhizophysa	0	0	0	0	1.6e-05	0	0	0	0
Austropeplea	0	0	0	0	8e-06	0	0	0	0
Natalina	0	0	0	0	1.6e-05	0	0	0	0
Loramyces	0	0	0	0	4.8e-05	0	0	0	0
Anoplopoma	0	0	0	0	0.000112	0	0	0	0
Jungermannia	0	0	0	0	2.4e-05	0	0	0	0
Ischnomera	0	0	0	0	3.2e-05	0	0	0	0
Neophocaena	0	0	0	0	8e-06	0	0	0	0
Carthaea	0	0	0	0	8e-06	0	0	0	0
Cichorium	0	0	0	0	3.2e-05	0	0	0	0
Namibia	0	0	0	0	8e-06	0	0	0	0
Tecia	0	0	0	0	3.2e-05	0	0	0	0
Brachiaria	0	0	0	0	3.2e-05	0	0	0	0
Syntrophococcus	0	0	0	0	1.6e-05	0	0	8e-06	0
Alphavirus	0	0	0	0	1.6e-05	0	0	0	0
Rhinolophus	0	0	0	0	0.000281	0	0	0	0
Ectocarpus	0	0	0	0	1.6e-05	0.000113	0	0	0
Dolomiaea	0	0	0	0	8e-06	0	0	0	0
Dimocarpus	0	0	0	0	4e-05	0	0	0	0
Bigelowiella	0	0	0	0	0.000144	7.1e-05	0	0	0
Bursera	0	0	0	0	2.4e-05	0	0	0	0
Polynemus	0	0	0	0	8e-06	0	0	0	0
Dolichocephala	0	0	0	0	1.6e-05	0	0	0	0
Ruspolia	0	0	0	0	1.6e-05	0	0	0	0
Kumanoa	0	0	0	0	6.4e-05	0	0	0	0
Schimmelmannia	0	0	0	0	2.4e-05	0	0	0	0
Dohrniphora	0	0	0	0	1.6e-05	0	0	0	0
Coccyzus	0	0	0	0	8e-06	0	0	0	0
Dendrophryniscus	0	0	0	0	8e-06	0	0	0	0
Isoetes	0	0	0	0	1.6e-05	0	0	0	0
Monelata	0	0	0	0	1.6e-05	0	0	0	0
Lysiphlebus	0	0	0	0	4e-05	0	0	0	0
Quaranjavirus	0	0	0	0	8e-06	0	0	0	0
Peziza	0	0	0	0	7.2e-05	0	0	0	0
G7cvirus	0	0	0	0	3.2e-05	0	0	0	0
Amblopusa	0	0	0	0	2.4e-05	0	0	0	0
Moneuplotes	0	0	0	0	1.6e-05	0	0	0	0
Torulaspora	0	0	0	0	0.000578	7.1e-05	0	0	0
Zygnema	0	0	0	0	3.2e-05	0	0	0	0
Sinapis	0	0	0	0	8e-06	0	0	0	0
Distromium	0	0	0	0	8e-06	0	0	0	0
Mesocyclops	0	0	0	0	8e-06	0	0	0	0
Phylloscopus	0	0	0	0	8e-06	0	0	0	0
Etmopterus	0	0	0	0	2.4e-05	0	0	0	0
Macrosiphoniella	0	0	0	0	8e-06	0	0	0	0
Placynthium	0	0	0	0	1.6e-05	0	0	0	0
Jasminum	0	0	0	0	8e-06	0	0	0	0
Tetranychus	0	0	0	0	0.003178	0	0	0	0
Marvania	0	0	0	0	4.8e-05	0.000127	0	0	0
Lonchoptera	0	0	0	0	3.2e-05	0	0	0	0
Cylicostephanus	0	0	0	0	0.005569	0	0	0.000124	0
Rhagovelia	0	0	0	0	8e-06	0	0	0	0
Halimeda	0	0	0	0	6.4e-05	4.2e-05	0	0	0
Dianema	0	0	0	0	1.6e-05	0	0	0	0
Crescentia	0	0	0	0	8e-06	0	0	0	0
Helobdella	0	0	0	0	0.001268	0	0	0	0
Conwentzia	0	0	0	0	8e-06	0	0	0	0
Ydn12virus	0	0	0	0	1.6e-05	0	0	0	0
Chasmoptera	0	0	0	0	8e-06	0	0	0	0
Spondias	0	0	0	0	4e-05	0	0	0	0
Xerosiphon	0	0	0	0	8e-06	0	0	0	0
Harttiella	0	0	0	0	8e-06	0	0	0	0
Dasylepis	0	0	0	0	8e-06	0	0	0	0
Psavirus	0	0	0	0	2.4e-05	0	0	0	0
Phlebovirus	0	0	0	0	0.000241	0	0	0	0
Phera	0	0	0	0	8e-06	0	0	0	0
Bachelotia	0	0	0	0	8e-06	0	0	0	0
Phycicoccus	0	0	0	0	0.000249	1.4e-05	0	8e-06	0
Chelidonura	0	0	0	0	8e-06	0	0	0	0
Crypthecodinium	0	0	0	0	8e-06	0	0	0	0
Ardenticatena	0	0	0	0	0.000305	0	2.4e-05	0	0
Glycyrrhiza	0	0	0	0	8e-06	0	0	0	0
Busalus	0	0	0	0	8e-06	0	0	0	0
Sphaerulina	0	0	0	0	0.000273	1.4e-05	0	0	0
Jakoba	0	0	0	0	8e-06	0	0	0	0
Ceratocystis	0	0	0	0	8e-06	0	0	0	0
Lysiosquillina	0	0	0	0	2.4e-05	0	0	0	0
Aphaenogaster	0	0	0	0	0.000112	0	0	0	0
Ctenotus	0	0	0	0	4e-05	0	0	0	0
Atheta	0	0	0	0	1.6e-05	0	0	0	0
Costaria	0	0	0	0	1.6e-05	0	0	0	0
Sapyga	0	0	0	0	2.4e-05	0	0	0	0
Fucus	0	0	0	0	5.6e-05	0	0	0	0
Trachymyrmex	0	0	0	0	0.003523	0	0	0	0
Pycnopsyche	0	0	0	0	8e-06	0	0	0	0
Asterochloris	0	0	0	0	3.2e-05	0	0	0	0
Brassia	0	0	0	0	1.6e-05	0	0	0	0
Tuber	0	0	0	0	0.000177	7.1e-05	0	0	0
Blastobotrys	0	0	0	0	3.2e-05	0	0	0	0
Primula	0	0	0	0	5.6e-05	0	0	0	0
Phanerochaete	0	0	0	0	0.000225	4.2e-05	0	0	0
Cerithidea	0	0	0	0	3.2e-05	0	0	0	0
Quistrachia	0	0	0	0	8e-06	0	0	0	0
Thecamonas	0	0	0	0	0.000602	8.5e-05	0	0	0
Bembidion	0	0	0	0	8e-06	0	0	0	0
Alouatta	0	0	0	0	2.4e-05	0	0	0	0
Eupsilocephala	0	0	0	0	8e-06	0	0	0	0
Deltacoronavirus	0	0	0	0	3.2e-05	0	0	0	0
Amazophrynella	0	0	0	0	8e-06	0	0	0	0
Bubastia	0	0	0	0	8e-06	0	0	0	0
Paraleptosphaeria	0	0	0	0	2.4e-05	0	0	0	0
Elderia	0	0	0	0	3.2e-05	0	0	0	0
Heliconius	0	0	0	0	0.000963	0	0	0	0
Dastarcus	0	0	0	0	8e-06	0	0	0	0
Osedax	0	0	0	0	1.6e-05	0	0	0	0
Charidotella	0	0	0	0	8e-06	0	0	0	0
Rotavirus	0	0	0	0	0.000225	0	0	0	0
Pogostemon	0	0	0	0	2.4e-05	0	0	0	0
Cylindera	0	0	0	0	8e-06	0	0	0	0
Nippotaenia	0	0	0	0	8e-06	0	0	0	0
Oedicarena	0	0	0	0	4e-05	0	0	0	0
Pseudocitrobacter	0	0	0	0	2.4e-05	0	0.000227	0	0
Paepalanthus	0	0	0	0	5.6e-05	0	0	0	0
Magnusiomyces	0	0	0	0	8e-06	0	0	0	0
Bambusa	0	0	0	0	2.4e-05	0	0	0	0
Riptortus	0	0	0	0	0.000128	0	0	0	0
Equartevirus	0	0	0	0	8e-06	0	0	0	0
Morus	0	0	0	0	0.000786	0	0	0	0
Capra	0	0	0	0	0.0013	0	0	0	0
Coloceras	0	0	0	0	2.4e-05	0	0	0	0
Oxyops	0	0	0	0	8e-06	0	0	0	0
Lophiotoma	0	0	0	0	2.4e-05	0	0	0	0
Sorex	0	0	0	0	0.000835	0	0	0	0
Oligoryzomys	0	0	0	0	8e-06	0	0	0	0
Riolus	0	0	0	0	1.6e-05	0	0	0	0
Symbiodinium	0	0	0	0	4.8e-05	0.000311	2.4e-05	0	0
Resupinatus	0	0	0	0	3.2e-05	0	0	0	0
Xerotia	0	0	0	0	8e-06	0	0	0	0
Betacoronavirus	0	0	0	0	8.8e-05	0	0	0	0
Sporolactobacillus	0	0	0	0	5.6e-05	0.00024	0.000239	0	0.000278
Ophiophagus	0	0	0	0	3.2e-05	0	0	0	0
Hirundo	0	0	0	0	0.000225	0	0	0	0
Miliammina	0	0	0	0	1.6e-05	0	0	0	0
Mariosousa	0	0	0	0	1.6e-05	0	0	0	0
Lotharella	0	0	0	0	0.000201	2.8e-05	0	0	0
Tipulogaster	0	0	0	0	8e-06	0	0	0	0
Serpula	0	0	0	0	0.000658	7.1e-05	0	0	0
Sphaeroforma	0	0	0	0	0.000385	0	0	0	0
Oxyria	0	0	0	0	8e-06	0	0	0	0
Tiaropsis	0	0	0	0	8e-06	0	0	0	0
Sophora	0	0	0	0	1.6e-05	0	0	0	0
Lepilemur	0	0	0	0	8e-06	0	0	0	0
Cornus	0	0	0	0	7.2e-05	0	0	0	0
Limenitis	0	0	0	0	8e-06	0	0	0	0
Pterocarya	0	0	0	0	1.6e-05	0	0	0	0
Wasmannia	0	0	0	0	0.001998	0	0	0	0
Leptocylindrus	0	0	0	0	3.2e-05	0	0	0	0
Tahina	0	0	0	0	8e-06	0	0	0	0
Bronvirus	0	0	0	0	8e-06	0	0	0	0
Erycina	0	0	0	0	0.000257	0	0	0	0
Candidatus Xiphinematobacter	0	0	0	0	6.4e-05	0	0	0	0
Synplasta	0	0	0	0	8e-06	0	0	0	0
Haemonchus	0	0	0	0	0.006115	0	1.2e-05	4.1e-05	0
Chaetogaster	0	0	0	0	8e-06	0	0	0	0
Tapinocyba	0	0	0	0	8e-06	0	0	0	0
Respirovirus	0	0	0	0	8e-06	0	0	0	0
Parinari	0	0	0	0	2.4e-05	0	0	0	0
Ammophila	0	0	0	0	2.4e-05	0	0	0	0
Cantharellula	0	0	0	0	1.6e-05	0	0	0	0
Corythucha	0	0	0	0	3.2e-05	0	0	0	0
Napothera	0	0	0	0	3.2e-05	0	0	0	0
Negeta	0	0	0	0	8e-06	0	0	0	0
Cymatopus	0	0	0	0	8e-06	0	0	0	0
Cyphophthalmus	0	0	0	0	8e-06	0	0	0	0
Maianthemum	0	0	0	0	8e-06	0	0	0	0
Parlatoria	0	0	0	0	8e-06	0	0	0	0
Guizygiella	0	0	0	0	3.2e-05	0	0	0	0
Macrotus	0	0	0	0	8e-06	0	0	0	0
Torotrogla	0	0	0	0	2.4e-05	0	0	0	0
Gymnogyps	0	0	0	0	1.6e-05	0	0	0	0
Haemoproteus	0	0	0	0	2.4e-05	0	0	0	0
Trametes	0	0	0	0	0.000193	0.000113	0	0	0
Microtus	0	0	0	0	0.001517	0	0	0	0
Koliella	0	0	0	0	4e-05	0	0	0	0
Apibacter	0	0	0	0	0.000104	4.2e-05	0	0	0
Psammisia	0	0	0	0	4e-05	0	0	0	0
Carassius	0	0	0	0	2.4e-05	0	0	0	0
Columnea	0	0	0	0	1.6e-05	0	0	0	0
Ranodon	0	0	0	0	3.2e-05	0	0	0	0
Cenarchaeum	0	0	0	0	0.000104	0	0	0	0
x Doritaenopsis	0	0	0	0	8e-06	0	0	0	0
Loxodonta	0	0	0	0	0.001003	0	0	0	0
Gracilariophila	0	0	0	0	8e-06	0	0	0	0
Libelloides	0	0	0	0	1.6e-05	0	0	0	0
Paris	0	0	0	0	8e-06	0	0	0	0
Gambelia	0	0	0	0	2.4e-05	0	0	0	0
Pteroceltis	0	0	0	0	3.2e-05	0	0	0	0
Haematococcus	0	0	0	0	8e-06	0	0	0	0
Synapsis	0	0	0	0	8e-06	0	0	0	0
Megalagrion	0	0	0	0	6.4e-05	0	0	0	0
Nuphar	0	0	0	0	2.4e-05	0	0	0	0
Dibothriocephalus	0	0	0	0	0.012478	0	0	0	0
Siccibacter	0	0	0	0	2.4e-05	5.7e-05	0	0	0
Sesamum	0	0	0	0	0.003194	0	0	0	0
Argyrodes	0	0	0	0	8e-06	0	0	0	0
Bertiera	0	0	0	0	8e-06	0	0	0	0
Echinolittorina	0	0	0	0	1.6e-05	0	0	0	0
Eufriesea	0	0	0	0	0.002351	0	0	0	0
Cutaneotrichosporon	0	0	0	0	0.000185	2.8e-05	0	0	0
Heterospilus	0	0	0	0	2.4e-05	0	0	0	0
Desmognathus	0	0	0	0	0.000233	0	0	0	0
Nolana	0	0	0	0	1.6e-05	0	0	0	0
Elysia	0	0	0	0	3.2e-05	0	0	0	0
Pseudosimochromis	0	0	0	0	8e-06	0	0	0	0
Eschweilera	0	0	0	0	2.4e-05	0	0	0	0
Pungtungia	0	0	0	0	1.6e-05	0	0	0	0
Galeopterus	0	0	0	0	0.001605	0	0	0	0
Claroideoglomus	0	0	0	0	4e-05	0	0	0	0
Haplonyx	0	0	0	0	1.6e-05	0	0	0	0
Microthamnion	0	0	0	0	1.6e-05	0	0	0	0
Maconellicoccus	0	0	0	0	8e-06	0	0	0	0
Simplicillium	0	0	0	0	8e-06	0	0	0	0
Platevindex	0	0	0	0	8e-06	0	0	0	0
Mimivirus	0	0	0	0	0.000345	0	0	0	0
Trikeraia	0	0	0	0	1.6e-05	0	0	0	0
Aegilops	0	0	0	0	6.4e-05	0	0	1.7e-05	0
Prochloron	0	0	0	0	8e-06	0	0	0	0
Strophostyles	0	0	0	0	8e-06	0	0	0	0
Haliporoides	0	0	0	0	8e-06	0	0	0	0
Rhacodactylus	0	0	0	0	4e-05	0	0	0	0
Oerskovia	0	0	0	0	8e-06	2.8e-05	0	0	0
Raphidovirus	0	0	0	0	6.4e-05	0	0	0	0
Bathycoccus	0	0	0	0	0.000714	0.000113	0	0	0
Podocarpus	0	0	0	0	4e-05	0	0	0	0
Calotes	0	0	0	0	8e-06	0	0	0	0
Ourisia	0	0	0	0	8e-06	0	0	0	0
Muscari	0	0	0	0	8e-06	0	0	0	0
Gloriosa	0	0	0	0	8e-06	0	0	0	0
Melampsora	0	0	0	0	0.000642	2.8e-05	0	0	0
Hathewaya	0	0	0	0	0.001709	0.002614	0	0	0
Stylonychia	0	0	0	0	8e-06	0.001243	2.4e-05	0	0
Bulbophyllum	0	0	0	0	1.6e-05	0	0	0	0
Lactuca	0	0	0	0	0.000112	0	0	0	0
Austrofundulus	0	0	0	0	0.00272	0	0	0	0
Thaumatococcus	0	0	0	0	8e-06	0	0	0	0
Vahlia	0	0	0	0	8e-06	0	0	0	0
Gryllodes	0	0	0	0	8e-06	0	0	0	0
Moina	0	0	0	0	6.4e-05	0	0	0	0
Lobodon	0	0	0	0	1.6e-05	0	0	0	0
Cambefortantus	0	0	0	0	7.2e-05	0	0	0	0
Chaetopsina	0	0	0	0	8e-06	0	0	0	0
Synchiropus	0	0	0	0	1.6e-05	0	0	0	0
Cyclotella	0	0	0	0	0.000201	0	0	0	0
Muraenesox	0	0	0	0	8e-06	0	0	0	0
Cohnella	0	0	0	0	1.6e-05	0.000848	3.6e-05	0	0
Halocynthia	0	0	0	0	2.4e-05	0	0	0	0
Orestias	0	0	0	0	1.6e-05	0	0	0	0
Wickerhamomyces	0	0	0	0	0.002159	0.00017	0	0	0
Cistanche	0	0	0	0	8e-06	0	0	0	0
Ernolatia	0	0	0	0	1.6e-05	0	0	0	0
Claustropyga	0	0	0	0	8e-06	0	0	0	0
Hylobates	0	0	0	0	1.6e-05	0	0	0	0
Manouria	0	0	0	0	8e-06	0	0	0	0
Gregorella	0	0	0	0	8e-06	0	0	0	0
Picea	0	0	0	0	0.001043	0	0	0	0
Barraza	0	0	0	0	8e-06	0	0	0	0
Postia	0	0	0	0	0.000128	7.1e-05	0	0	0
Eupelmus	0	0	0	0	8e-06	0	0	0	0
Kolkwitzia	0	0	0	0	8e-06	0	0	0	0
Ilex	0	0	0	0	4e-05	0	0	0	0
Criblamydia	0	0	0	0	1.6e-05	0	0	0	0
Lepidiolamprologus	0	0	0	0	2.4e-05	0	0	0	0
Viminella	0	0	0	0	8e-06	0	0	0	0
Nilaparvata	0	0	0	0	2.4e-05	0	0	0	0
Lachnospira	0	0	0	0	0.000185	0.003292	0.003992	0.000256	0.038284
Candidatus Nitrosopelagicus	0	0	0	0	0.000321	0	0	0	0
Coptosoma	0	0	0	0	8e-06	0	0	0	0
Phillipsia	0	0	0	0	8e-06	0	0	0	0
Orobanche	0	0	0	0	0.00012	0	0	0	0
Erica	0	0	0	0	8e-06	0	0	0	0
Arachis	0	0	0	0	0.00662	0	0.000944	0	0
Dracaena	0	0	0	0	8e-06	0	0	0	0
Tidestromia	0	0	0	0	8e-06	0	0	0	0
Retortamonas	0	0	0	0	8e-06	0	0	0	0
Atrina	0	0	0	0	8e-06	0	0	0	0
Pythium	0	0	0	0	7.2e-05	0	0	0	0
Serendipita	0	0	0	0	8e-06	0.00024	0	0	0
Elophos	0	0	0	0	1.6e-05	0	0	0	0
Raja	0	0	0	0	8e-06	0	0	0	0
Allium	0	0	0	0	0.000177	0	0	0	0
Candidatus Korarchaeum	0	0	0	0	4.8e-05	0	0	0	0
Lecania	0	0	0	0	2.4e-05	0	0	0	0
Lonchura	0	0	0	0	3.2e-05	0	0	0	0
Omobranchus	0	0	0	0	1.6e-05	0	0	0	0
Chyphotes	0	0	0	0	5.6e-05	0	0	0	0
Amycus	0	0	0	0	8e-06	0	0	0	0
Metaemene	0	0	0	0	1.6e-05	0	0	0	0
Holcoglossum	0	0	0	0	1.6e-05	0	0	0	0
Bacillaria	0	0	0	0	8e-06	0	0	0	0
Centaurea	0	0	0	0	3.2e-05	0	0	0	0
Una961virus	0	0	0	0	8e-06	0	0	0	0
Planigale	0	0	0	0	8e-06	0	0	0	0
Chionochloa	0	0	0	0	8e-06	0	0	0	0
Argas	0	0	0	0	8e-06	0	0	0	0
Lasioglossum	0	0	0	0	4.8e-05	0	0	0	0
Frangula	0	0	0	0	2.4e-05	0	0	0	0
Pteronotus	0	0	0	0	8e-06	0	0	0	0
Baizongia	0	0	0	0	8e-06	0	0	0	0
Calvia	0	0	0	0	1.6e-05	0	0	0	0
Teratodiplogaster	0	0	0	0	8e-06	0	0	0	0
Mesembrinella	0	0	0	0	2.4e-05	0	0	0	0
Ephoron	0	0	0	0	1.6e-05	0	0	0	0
Nyssomyia	0	0	0	0	8e-06	0	0	0	0
Causa	0	0	0	0	8e-06	0	0	0	0
Vesiculovirus	0	0	0	0	5.6e-05	0	0	0	0
Yucca	0	0	0	0	8e-06	0	0	0	0
Cupiennius	0	0	0	0	2.4e-05	0	0	0	0
Twortvirus	0	0	0	0	8e-05	0	0	0	0
Mnemiopsis	0	0	0	0	1.6e-05	0	0	0	0
Allophryne	0	0	0	0	8e-06	0	0	0	0
Paraphaeosphaeria	0	0	0	0	0.000337	0	0	0	0
Priapulus	0	0	0	0	0.001123	0	0	0	0
Corynoptera	0	0	0	0	8e-06	0	0	0	0
Coccolithovirus	0	0	0	0	5.6e-05	0	0	0	0
Pentameris	0	0	0	0	1.6e-05	0	0	0	0
Tomophyllum	0	0	0	0	8e-06	0	0	0	0
Eurysyllis	0	0	0	0	1.6e-05	0	0	0	0
Neophoca	0	0	0	0	8e-06	0	0	0	0
