"Supplementary Table S12. Read-level sensitivity of the best model (Embed + LSTM + Attention) on fixed-length reads simulated based on error profiles of different sequencing platforms using 3,269 MAGs excluded from training",,,,,
MAG_ID_ENA,75bp (GenomeAnalyzer II),100bp (HiSeq 2000),125bp (HiSeq 2500),150bp (HiSeq 2500),250bp (MiSeq v3)
MAG-GUT31232,0.014,0.155,0.340,0.440,0.557
MAG-GUT31235,0.041,0.318,0.603,0.686,0.691
MAG-GUT31276,0.054,0.446,0.771,0.841,0.814
MAG-GUT31302,0.074,0.387,0.634,0.692,0.699
MAG-GUT31303,0.040,0.342,0.662,0.723,0.715
MAG-GUT31343,0.018,0.156,0.324,0.397,0.451
MAG-GUT31431,0.003,0.045,0.111,0.128,0.057
MAG-GUT31433,0.016,0.147,0.344,0.435,0.553
MAG-GUT31502,0.061,0.431,0.715,0.774,0.783
MAG-GUT31519,0.040,0.313,0.585,0.680,0.693
MAG-GUT31529,0.017,0.179,0.404,0.501,0.598
MAG-GUT31533,0.020,0.249,0.575,0.695,0.744
MAG-GUT31540,0.011,0.147,0.397,0.525,0.619
MAG-GUT31546,0.036,0.365,0.689,0.752,0.605
MAG-GUT31555,0.014,0.154,0.353,0.460,0.574
MAG-GUT31580,0.017,0.172,0.394,0.496,0.583
MAG-GUT31702,0.050,0.427,0.739,0.794,0.778
MAG-GUT31741,0.030,0.223,0.438,0.503,0.482
MAG-GUT3175,0.015,0.169,0.381,0.473,0.562
MAG-GUT31783,0.014,0.154,0.357,0.441,0.551
MAG-GUT31785,0.047,0.351,0.619,0.710,0.735
MAG-GUT317,0.013,0.139,0.378,0.498,0.600
MAG-GUT31802,0.074,0.401,0.674,0.754,0.754
MAG-GUT31872,0.032,0.311,0.594,0.630,0.505
MAG-GUT31931,0.007,0.086,0.240,0.293,0.257
MAG-GUT32002,0.016,0.222,0.545,0.646,0.633
MAG-GUT32018,0.017,0.213,0.467,0.556,0.593
MAG-GUT32053,0.016,0.180,0.410,0.506,0.515
MAG-GUT32102,0.014,0.135,0.330,0.419,0.510
MAG-GUT32106,0.111,0.555,0.829,0.871,0.868
MAG-GUT32130,0.013,0.225,0.532,0.642,0.680
MAG-GUT3213,0.020,0.178,0.413,0.495,0.599
MAG-GUT32169,0.028,0.310,0.649,0.745,0.772
MAG-GUT32170,0.029,0.276,0.580,0.692,0.713
MAG-GUT32215,0.059,0.314,0.548,0.631,0.618
MAG-GUT32242,0.017,0.234,0.534,0.651,0.656
MAG-GUT32255,0.008,0.127,0.337,0.441,0.501
MAG-GUT3231,0.019,0.236,0.536,0.646,0.668
MAG-GUT32339,0.011,0.140,0.323,0.425,0.479
MAG-GUT3233,0.019,0.230,0.532,0.645,0.673
MAG-GUT32343,0.024,0.290,0.603,0.710,0.747
MAG-GUT32351,0.019,0.158,0.333,0.410,0.472
MAG-GUT32354,0.011,0.171,0.458,0.606,0.730
MAG-GUT32356,0.061,0.413,0.674,0.735,0.739
MAG-GUT32383,0.030,0.217,0.419,0.498,0.469
MAG-GUT32404,0.019,0.156,0.298,0.347,0.382
MAG-GUT32425,0.018,0.216,0.509,0.610,0.702
MAG-GUT32469,0.039,0.392,0.739,0.799,0.642
MAG-GUT32470,0.105,0.621,0.911,0.938,0.924
MAG-GUT32509,0.020,0.177,0.349,0.403,0.448
MAG-GUT32544,0.077,0.431,0.657,0.691,0.662
MAG-GUT32557,0.008,0.096,0.263,0.325,0.283
MAG-GUT32575,0.053,0.287,0.515,0.592,0.579
MAG-GUT32583,0.020,0.211,0.502,0.595,0.664
MAG-GUT32588,0.014,0.201,0.498,0.634,0.708
MAG-GUT32654,0.041,0.387,0.731,0.802,0.791
MAG-GUT32667,0.018,0.154,0.316,0.372,0.383
MAG-GUT32691,0.035,0.441,0.829,0.893,0.854
MAG-GUT32779,0.016,0.216,0.480,0.591,0.677
MAG-GUT32792,0.019,0.200,0.449,0.560,0.614
MAG-GUT32803,0.039,0.266,0.494,0.573,0.569
MAG-GUT32879,0.021,0.166,0.320,0.372,0.412
MAG-GUT32882,0.012,0.144,0.397,0.511,0.557
MAG-GUT32889,0.063,0.425,0.695,0.750,0.750
MAG-GUT32902,0.064,0.416,0.692,0.747,0.752
MAG-GUT32929,0.012,0.139,0.387,0.532,0.629
MAG-GUT32939,0.014,0.171,0.381,0.465,0.563
MAG-GUT32966,0.056,0.293,0.536,0.611,0.606
MAG-GUT32970,0.016,0.150,0.315,0.375,0.375
MAG-GUT3301,0.035,0.282,0.552,0.613,0.520
MAG-GUT33032,0.013,0.149,0.341,0.433,0.544
MAG-GUT33095,0.007,0.099,0.263,0.320,0.277
MAG-GUT3315,0.009,0.215,0.582,0.719,0.775
MAG-GUT3323,0.041,0.294,0.560,0.621,0.531
MAG-GUT33244,0.014,0.139,0.296,0.356,0.419
MAG-GUT33270,0.020,0.211,0.472,0.571,0.639
MAG-GUT33324,0.018,0.161,0.321,0.369,0.402
MAG-GUT33329,0.011,0.135,0.372,0.505,0.605
MAG-GUT33356,0.007,0.107,0.257,0.314,0.264
MAG-GUT33386,0.019,0.157,0.324,0.377,0.380
MAG-GUT33415,0.019,0.214,0.471,0.580,0.638
MAG-GUT33443,0.014,0.164,0.369,0.480,0.579
MAG-GUT33511,0.075,0.382,0.634,0.691,0.706
MAG-GUT33530,0.049,0.353,0.631,0.713,0.747
MAG-GUT33557,0.016,0.160,0.339,0.398,0.486
MAG-GUT33566,0.013,0.262,0.583,0.673,0.736
MAG-GUT33569,0.011,0.137,0.279,0.339,0.403
MAG-GUT335,0.042,0.332,0.612,0.699,0.721
MAG-GUT33604,0.075,0.546,0.870,0.912,0.909
MAG-GUT33640,0.053,0.311,0.531,0.625,0.609
MAG-GUT33657,0.029,0.270,0.560,0.658,0.727
MAG-GUT33658,0.015,0.148,0.336,0.426,0.502
MAG-GUT33659,0.016,0.176,0.386,0.494,0.572
MAG-GUT336,0.018,0.214,0.480,0.602,0.690
MAG-GUT3377,0.006,0.126,0.351,0.452,0.672
MAG-GUT33836,0.075,0.436,0.726,0.793,0.736
MAG-GUT33845,0.015,0.181,0.404,0.506,0.604
MAG-GUT33885,0.017,0.172,0.404,0.499,0.606
MAG-GUT33906,0.022,0.233,0.509,0.610,0.673
MAG-GUT33914,0.035,0.377,0.716,0.793,0.812
MAG-GUT33983,0.012,0.151,0.347,0.446,0.553
MAG-GUT34183,0.022,0.244,0.533,0.639,0.700
MAG-GUT34193,0.012,0.138,0.344,0.432,0.535
MAG-GUT34206,0.081,0.560,0.879,0.901,0.779
MAG-GUT34223,0.018,0.175,0.387,0.501,0.603
MAG-GUT34245,0.076,0.441,0.724,0.787,0.736
MAG-GUT34249,0.016,0.181,0.413,0.517,0.610
MAG-GUT3427,0.016,0.148,0.353,0.429,0.424
MAG-GUT3435,0.014,0.156,0.351,0.427,0.426
MAG-GUT34421,0.076,0.542,0.872,0.895,0.763
MAG-GUT34513,0.079,0.560,0.883,0.905,0.778
MAG-GUT34540,0.077,0.434,0.726,0.786,0.737
MAG-GUT34569,0.014,0.159,0.357,0.456,0.525
MAG-GUT34592,0.020,0.224,0.489,0.580,0.642
MAG-GUT34594,0.016,0.166,0.361,0.419,0.491
MAG-GUT34600,0.019,0.229,0.536,0.666,0.730
MAG-GUT34661,0.017,0.181,0.419,0.521,0.624
MAG-GUT34689,0.024,0.242,0.529,0.632,0.692
MAG-GUT34724,0.020,0.215,0.509,0.640,0.708
MAG-GUT3474,0.020,0.255,0.599,0.719,0.751
MAG-GUT34763,0.017,0.191,0.420,0.525,0.628
MAG-GUT34778,0.075,0.547,0.861,0.889,0.762
MAG-GUT3477,0.012,0.130,0.327,0.425,0.470
MAG-GUT3478,0.036,0.354,0.739,0.858,0.874
MAG-GUT3479,0.013,0.130,0.323,0.422,0.472
MAG-GUT34803,0.012,0.149,0.336,0.425,0.526
MAG-GUT3480,0.019,0.254,0.601,0.718,0.751
MAG-GUT34814,0.019,0.193,0.421,0.521,0.628
MAG-GUT34834,0.017,0.190,0.416,0.532,0.621
MAG-GUT3484,0.010,0.201,0.550,0.692,0.773
MAG-GUT34892,0.014,0.152,0.347,0.438,0.539
MAG-GUT34932,0.003,0.043,0.099,0.119,0.056
MAG-GUT34937,0.016,0.169,0.389,0.471,0.572
MAG-GUT3493,0.009,0.192,0.525,0.664,0.765
MAG-GUT34945,0.073,0.434,0.724,0.789,0.737
MAG-GUT34992,0.015,0.180,0.412,0.509,0.619
MAG-GUT3499,0.010,0.167,0.475,0.617,0.692
MAG-GUT35070,0.016,0.170,0.396,0.483,0.589
MAG-GUT35087,0.019,0.159,0.288,0.348,0.379
MAG-GUT3508,0.010,0.189,0.530,0.666,0.753
MAG-GUT35150,0.016,0.181,0.416,0.520,0.626
MAG-GUT35198,0.016,0.173,0.348,0.416,0.492
MAG-GUT35206,0.018,0.151,0.296,0.342,0.378
MAG-GUT35223,0.014,0.147,0.350,0.447,0.548
MAG-GUT35231,0.076,0.553,0.887,0.911,0.787
MAG-GUT35271,0.017,0.178,0.354,0.423,0.505
MAG-GUT35302,0.015,0.185,0.397,0.495,0.592
MAG-GUT3531,0.011,0.157,0.396,0.503,0.635
MAG-GUT35394,0.017,0.268,0.616,0.710,0.775
MAG-GUT35418,0.015,0.158,0.366,0.464,0.568
MAG-GUT35486,0.009,0.129,0.344,0.461,0.514
MAG-GUT3548,0.021,0.257,0.570,0.701,0.729
MAG-GUT3553,0.009,0.190,0.535,0.676,0.777
MAG-GUT35547,0.013,0.178,0.398,0.492,0.593
MAG-GUT35591,0.033,0.234,0.472,0.566,0.557
MAG-GUT35597,0.016,0.142,0.281,0.321,0.352
MAG-GUT3561,0.019,0.248,0.559,0.684,0.712
MAG-GUT35625,0.023,0.223,0.490,0.584,0.598
MAG-GUT35626,0.021,0.242,0.541,0.647,0.638
MAG-GUT35629,0.014,0.157,0.350,0.453,0.553
MAG-GUT35641,0.012,0.224,0.506,0.601,0.667
MAG-GUT35683,0.014,0.213,0.510,0.610,0.599
MAG-GUT35732,0.011,0.145,0.377,0.507,0.606
MAG-GUT35747,0.021,0.226,0.485,0.597,0.647
MAG-GUT35760,0.032,0.236,0.456,0.532,0.502
MAG-GUT35789,0.014,0.162,0.401,0.509,0.534
MAG-GUT35807,0.089,0.346,0.541,0.603,0.542
MAG-GUT35824,0.009,0.166,0.432,0.543,0.634
MAG-GUT35837,0.058,0.314,0.554,0.640,0.619
MAG-GUT35871,0.011,0.142,0.399,0.540,0.612
MAG-GUT35918,0.017,0.163,0.342,0.398,0.397
MAG-GUT35922,0.039,0.299,0.577,0.651,0.656
MAG-GUT35934,0.016,0.159,0.372,0.473,0.571
MAG-GUT35935,0.052,0.305,0.538,0.615,0.595
MAG-GUT35943,0.012,0.147,0.389,0.517,0.622
MAG-GUT35945,0.007,0.089,0.241,0.300,0.250
MAG-GUT35948,0.010,0.170,0.404,0.488,0.499
MAG-GUT35964,0.069,0.392,0.657,0.734,0.703
MAG-GUT36009,0.017,0.210,0.501,0.621,0.705
MAG-GUT36027,0.013,0.248,0.608,0.730,0.791
MAG-GUT36037,0.041,0.327,0.641,0.716,0.724
MAG-GUT36103,0.010,0.140,0.351,0.417,0.284
MAG-GUT36136,0.006,0.117,0.319,0.431,0.632
MAG-GUT36138,0.048,0.360,0.690,0.779,0.777
MAG-GUT36139,0.030,0.216,0.407,0.471,0.451
MAG-GUT36148,0.035,0.339,0.640,0.696,0.566
MAG-GUT36218,0.016,0.263,0.609,0.696,0.755
MAG-GUT36222,0.016,0.178,0.393,0.506,0.591
MAG-GUT3624,0.024,0.274,0.600,0.700,0.690
MAG-GUT36301,0.018,0.168,0.354,0.470,0.579
MAG-GUT3630,0.022,0.178,0.360,0.417,0.421
MAG-GUT3631,0.019,0.208,0.472,0.589,0.648
MAG-GUT36419,0.020,0.226,0.500,0.613,0.634
MAG-GUT36441,0.014,0.129,0.248,0.291,0.317
MAG-GUT3651,0.017,0.163,0.315,0.363,0.403
MAG-GUT36569,0.014,0.216,0.519,0.611,0.594
MAG-GUT36571,0.012,0.148,0.390,0.528,0.618
MAG-GUT36577,0.021,0.237,0.499,0.600,0.620
MAG-GUT36580,0.009,0.141,0.369,0.442,0.361
MAG-GUT36616,0.068,0.383,0.585,0.621,0.595
MAG-GUT36683,0.007,0.109,0.315,0.455,0.633
MAG-GUT36692,0.025,0.170,0.327,0.389,0.427
MAG-GUT36712,0.019,0.208,0.481,0.586,0.648
MAG-GUT36733,0.010,0.138,0.352,0.470,0.553
MAG-GUT3674,0.025,0.260,0.559,0.655,0.645
MAG-GUT36756,0.037,0.354,0.678,0.754,0.742
MAG-GUT36772,0.033,0.358,0.714,0.809,0.817
MAG-GUT36794,0.053,0.325,0.566,0.635,0.574
MAG-GUT36796,0.011,0.143,0.385,0.505,0.606
MAG-GUT36799,0.037,0.381,0.755,0.834,0.843
MAG-GUT36814,0.032,0.276,0.564,0.679,0.725
MAG-GUT36916,0.008,0.120,0.330,0.431,0.486
MAG-GUT36922,0.024,0.250,0.549,0.656,0.648
MAG-GUT36962,0.019,0.216,0.481,0.575,0.631
MAG-GUT36998,0.101,0.536,0.806,0.847,0.821
MAG-GUT37024,0.015,0.150,0.314,0.376,0.444
MAG-GUT3702,0.019,0.157,0.299,0.350,0.384
MAG-GUT37063,0.022,0.237,0.523,0.620,0.624
MAG-GUT37077,0.016,0.171,0.401,0.504,0.588
MAG-GUT37090,0.054,0.381,0.649,0.701,0.640
MAG-GUT3710,0.107,0.540,0.832,0.870,0.855
MAG-GUT37154,0.019,0.139,0.283,0.322,0.348
MAG-GUT37167,0.090,0.354,0.548,0.602,0.549
MAG-GUT37176,0.076,0.385,0.614,0.678,0.683
MAG-GUT37194,0.017,0.197,0.416,0.517,0.620
MAG-GUT37249,0.071,0.477,0.787,0.845,0.808
MAG-GUT37277,0.028,0.322,0.661,0.733,0.705
MAG-GUT37279,0.078,0.416,0.670,0.738,0.750
MAG-GUT37376,0.090,0.481,0.742,0.787,0.778
MAG-GUT37378,0.042,0.324,0.606,0.688,0.685
MAG-GUT37384,0.023,0.252,0.555,0.647,0.647
MAG-GUT37389,0.013,0.236,0.546,0.641,0.715
MAG-GUT37401,0.012,0.140,0.361,0.508,0.606
MAG-GUT37445,0.006,0.117,0.316,0.440,0.628
MAG-GUT3745,0.018,0.219,0.518,0.630,0.693
MAG-GUT3747,0.023,0.270,0.585,0.695,0.681
MAG-GUT374,0.018,0.194,0.459,0.594,0.657
MAG-GUT37542,0.018,0.206,0.451,0.568,0.633
MAG-GUT37553,0.045,0.346,0.639,0.731,0.735
MAG-GUT37559,0.042,0.271,0.507,0.579,0.576
MAG-GUT37563,0.017,0.163,0.332,0.384,0.395
MAG-GUT37626,0.015,0.160,0.367,0.453,0.572
MAG-GUT37689,0.107,0.545,0.832,0.880,0.868
MAG-GUT37747,0.013,0.158,0.361,0.454,0.570
MAG-GUT37758,0.044,0.337,0.648,0.749,0.784
MAG-GUT37818,0.072,0.482,0.793,0.845,0.812
MAG-GUT37858,0.017,0.259,0.590,0.706,0.780
MAG-GUT37870,0.053,0.297,0.538,0.622,0.601
MAG-GUT37878,0.031,0.236,0.467,0.553,0.541
MAG-GUT37917,0.024,0.274,0.591,0.695,0.764
MAG-GUT37934,0.021,0.148,0.300,0.344,0.374
MAG-GUT37939,0.012,0.182,0.492,0.618,0.738
MAG-GUT37942,0.061,0.385,0.658,0.737,0.669
MAG-GUT37950,0.021,0.227,0.502,0.598,0.657
MAG-GUT37961,0.004,0.080,0.233,0.328,0.458
MAG-GUT37976,0.034,0.383,0.745,0.805,0.811
MAG-GUT379,0.014,0.142,0.387,0.510,0.607
MAG-GUT38016,0.031,0.334,0.628,0.664,0.538
MAG-GUT38052,0.017,0.167,0.389,0.485,0.598
MAG-GUT38093,0.011,0.112,0.260,0.317,0.301
MAG-GUT38145,0.057,0.378,0.669,0.733,0.674
MAG-GUT38177,0.011,0.138,0.365,0.466,0.534
MAG-GUT38182,0.022,0.236,0.513,0.612,0.606
MAG-GUT38231,0.035,0.240,0.443,0.515,0.469
MAG-GUT38263,0.013,0.138,0.292,0.356,0.423
MAG-GUT38358,0.016,0.232,0.533,0.637,0.622
MAG-GUT38435,0.016,0.218,0.520,0.613,0.595
MAG-GUT38485,0.043,0.317,0.594,0.694,0.715
MAG-GUT3853,0.008,0.154,0.444,0.551,0.669
MAG-GUT38547,0.006,0.101,0.251,0.326,0.266
MAG-GUT38551,0.073,0.335,0.533,0.589,0.536
MAG-GUT38584,0.021,0.152,0.307,0.357,0.388
MAG-GUT38585,0.040,0.309,0.586,0.666,0.675
MAG-GUT38587,0.018,0.167,0.336,0.390,0.398
MAG-GUT38589,0.022,0.224,0.523,0.646,0.747
MAG-GUT38605,0.015,0.161,0.364,0.461,0.580
MAG-GUT38625,0.006,0.103,0.280,0.334,0.287
MAG-GUT38697,0.019,0.218,0.468,0.563,0.583
MAG-GUT38702,0.098,0.527,0.808,0.843,0.829
MAG-GUT38735,0.011,0.146,0.403,0.529,0.624
MAG-GUT3880,0.102,0.539,0.830,0.870,0.860
MAG-GUT38840,0.045,0.338,0.631,0.718,0.712
MAG-GUT38856,0.011,0.225,0.526,0.618,0.694
MAG-GUT38906,0.015,0.154,0.359,0.447,0.549
MAG-GUT3891,0.017,0.217,0.515,0.622,0.592
MAG-GUT38999,0.032,0.341,0.646,0.695,0.559
MAG-GUT39017,0.022,0.222,0.493,0.597,0.609
MAG-GUT39028,0.071,0.430,0.698,0.757,0.724
MAG-GUT39078,0.019,0.191,0.433,0.539,0.606
MAG-GUT3907,0.018,0.211,0.507,0.594,0.588
MAG-GUT39088,0.016,0.159,0.364,0.467,0.565
MAG-GUT39095,0.048,0.374,0.674,0.747,0.744
MAG-GUT39098,0.052,0.292,0.538,0.604,0.594
MAG-GUT39107,0.056,0.369,0.650,0.726,0.663
MAG-GUT39108,0.037,0.344,0.646,0.737,0.794
MAG-GUT39136,0.012,0.216,0.496,0.590,0.665
MAG-GUT39139,0.010,0.147,0.389,0.526,0.621
MAG-GUT39152,0.017,0.153,0.294,0.333,0.363
MAG-GUT39174,0.015,0.253,0.611,0.708,0.790
MAG-GUT39218,0.017,0.178,0.396,0.506,0.601
MAG-GUT3922,0.046,0.366,0.727,0.819,0.858
MAG-GUT39237,0.055,0.290,0.532,0.599,0.588
MAG-GUT39245,0.028,0.309,0.595,0.650,0.519
MAG-GUT39357,0.009,0.125,0.339,0.444,0.494
MAG-GUT39372,0.043,0.305,0.576,0.657,0.681
MAG-GUT39373,0.016,0.196,0.435,0.541,0.601
MAG-GUT39460,0.008,0.112,0.321,0.457,0.637
MAG-GUT39512,0.008,0.156,0.433,0.572,0.680
MAG-GUT39513,0.022,0.233,0.508,0.604,0.599
MAG-GUT39565,0.017,0.214,0.526,0.627,0.610
MAG-GUT39582,0.012,0.101,0.250,0.328,0.395
MAG-GUT39583,0.037,0.280,0.532,0.620,0.641
MAG-GUT39588,0.054,0.462,0.810,0.874,0.853
MAG-GUT39589,0.016,0.164,0.381,0.463,0.491
MAG-GUT39606,0.031,0.235,0.455,0.538,0.526
MAG-GUT39805,0.024,0.278,0.618,0.724,0.749
MAG-GUT3986,0.011,0.201,0.517,0.644,0.770
MAG-GUT39998,0.017,0.224,0.540,0.665,0.680
MAG-GUT399,0.054,0.450,0.788,0.853,0.832
MAG-GUT40004,0.036,0.374,0.737,0.830,0.843
MAG-GUT40025,0.035,0.333,0.612,0.660,0.652
MAG-GUT40028,0.014,0.149,0.323,0.380,0.386
MAG-GUT40033,0.037,0.339,0.613,0.657,0.659
MAG-GUT40105,0.148,0.740,0.976,0.990,0.984
MAG-GUT40221,0.010,0.144,0.390,0.517,0.617
MAG-GUT40251,0.018,0.207,0.479,0.590,0.647
MAG-GUT40305,0.065,0.484,0.797,0.852,0.836
MAG-GUT40411,0.015,0.180,0.411,0.509,0.617
MAG-GUT4044,0.019,0.152,0.306,0.349,0.379
MAG-GUT40486,0.018,0.187,0.422,0.516,0.618
MAG-GUT40499,0.041,0.277,0.516,0.597,0.596
MAG-GUT40517,0.028,0.268,0.545,0.639,0.719
MAG-GUT40608,0.039,0.326,0.601,0.699,0.709
MAG-GUT40620,0.020,0.212,0.471,0.578,0.635
MAG-GUT4062,0.017,0.145,0.277,0.326,0.361
MAG-GUT40638,0.018,0.212,0.466,0.583,0.639
MAG-GUT40702,0.016,0.176,0.385,0.486,0.584
MAG-GUT40706,0.020,0.212,0.486,0.572,0.577
MAG-GUT40831,0.071,0.485,0.810,0.862,0.840
MAG-GUT40856,0.009,0.166,0.434,0.545,0.626
MAG-GUT40857,0.051,0.320,0.576,0.654,0.686
MAG-GUT408,0.014,0.204,0.477,0.595,0.641
MAG-GUT40941,0.015,0.163,0.371,0.468,0.538
MAG-GUT409,0.015,0.201,0.481,0.587,0.640
MAG-GUT41020,0.010,0.167,0.442,0.556,0.608
MAG-GUT41097,0.060,0.336,0.623,0.723,0.758
MAG-GUT41148,0.008,0.119,0.334,0.403,0.342
MAG-GUT41171,0.022,0.222,0.479,0.600,0.657
MAG-GUT41193,0.015,0.174,0.394,0.502,0.590
MAG-GUT41197,0.023,0.242,0.509,0.605,0.655
MAG-GUT4125,0.018,0.157,0.309,0.364,0.399
MAG-GUT412,0.015,0.206,0.479,0.591,0.635
MAG-GUT41378,0.036,0.394,0.779,0.849,0.857
MAG-GUT4151,0.015,0.189,0.423,0.523,0.632
MAG-GUT41528,0.063,0.416,0.691,0.748,0.700
MAG-GUT41616,0.020,0.205,0.444,0.560,0.612
MAG-GUT41665,0.049,0.363,0.666,0.739,0.734
MAG-GUT41817,0.018,0.229,0.550,0.679,0.733
MAG-GUT41818,0.017,0.181,0.401,0.514,0.614
MAG-GUT41852,0.032,0.356,0.660,0.743,0.748
MAG-GUT41860,0.013,0.146,0.392,0.522,0.626
MAG-GUT418,0.015,0.205,0.501,0.602,0.657
MAG-GUT41911,0.012,0.176,0.470,0.582,0.632
MAG-GUT41924,0.014,0.248,0.587,0.686,0.735
MAG-GUT41956,0.026,0.314,0.634,0.738,0.793
MAG-GUT41,0.022,0.251,0.569,0.683,0.705
MAG-GUT42066,0.022,0.231,0.484,0.586,0.637
MAG-GUT4207,0.022,0.182,0.351,0.407,0.447
MAG-GUT420,0.017,0.205,0.469,0.573,0.625
MAG-GUT42116,0.075,0.472,0.787,0.842,0.801
MAG-GUT42125,0.070,0.452,0.734,0.799,0.772
MAG-GUT42163,0.021,0.217,0.470,0.583,0.642
MAG-GUT42174,0.017,0.186,0.418,0.519,0.614
MAG-GUT421,0.009,0.199,0.462,0.555,0.599
MAG-GUT42210,0.047,0.376,0.679,0.765,0.745
MAG-GUT42294,0.054,0.453,0.786,0.851,0.827
MAG-GUT422,0.013,0.199,0.475,0.578,0.647
MAG-GUT42317,0.026,0.246,0.517,0.624,0.675
MAG-GUT42358,0.023,0.180,0.360,0.415,0.457
MAG-GUT423,0.013,0.206,0.492,0.599,0.641
MAG-GUT42455,0.017,0.219,0.475,0.585,0.646
MAG-GUT42468,0.022,0.229,0.502,0.604,0.619
MAG-GUT4247,0.039,0.344,0.665,0.756,0.782
MAG-GUT42485,0.048,0.298,0.546,0.635,0.665
MAG-GUT42494,0.067,0.501,0.807,0.861,0.859
MAG-GUT42537,0.008,0.115,0.302,0.372,0.318
MAG-GUT42578,0.105,0.437,0.657,0.718,0.667
MAG-GUT42584,0.047,0.324,0.584,0.668,0.700
MAG-GUT425,0.015,0.206,0.451,0.555,0.610
MAG-GUT4260,0.012,0.194,0.499,0.636,0.748
MAG-GUT42613,0.034,0.333,0.613,0.655,0.657
MAG-GUT42654,0.015,0.205,0.460,0.577,0.632
MAG-GUT42662,0.016,0.182,0.414,0.481,0.470
MAG-GUT42663,0.047,0.344,0.635,0.723,0.732
MAG-GUT42675,0.018,0.188,0.415,0.526,0.615
MAG-GUT42689,0.057,0.421,0.715,0.762,0.670
MAG-GUT4268,0.061,0.393,0.683,0.749,0.684
MAG-GUT42699,0.009,0.130,0.339,0.420,0.435
MAG-GUT42710,0.058,0.384,0.672,0.735,0.675
MAG-GUT42731,0.014,0.216,0.525,0.611,0.601
MAG-GUT42774,0.035,0.282,0.538,0.625,0.623
MAG-GUT42780,0.012,0.141,0.398,0.524,0.617
MAG-GUT42829,0.014,0.158,0.358,0.447,0.528
MAG-GUT42852,0.054,0.324,0.596,0.684,0.721
MAG-GUT42861,0.006,0.103,0.309,0.413,0.533
MAG-GUT42865,0.012,0.115,0.295,0.381,0.459
MAG-GUT42867,0.022,0.279,0.609,0.699,0.725
MAG-GUT4289,0.017,0.228,0.531,0.636,0.623
MAG-GUT429,0.013,0.201,0.488,0.588,0.632
MAG-GUT4300,0.032,0.230,0.458,0.550,0.533
MAG-GUT430,0.015,0.202,0.471,0.563,0.612
MAG-GUT43110,0.010,0.136,0.371,0.489,0.587
MAG-GUT43146,0.007,0.098,0.281,0.417,0.595
MAG-GUT43152,0.030,0.384,0.732,0.802,0.800
MAG-GUT43155,0.026,0.243,0.448,0.487,0.278
MAG-GUT43176,0.015,0.208,0.505,0.593,0.579
MAG-GUT43178,0.013,0.163,0.400,0.527,0.607
MAG-GUT431,0.014,0.188,0.461,0.557,0.606
MAG-GUT43216,0.052,0.463,0.780,0.841,0.849
MAG-GUT43227,0.013,0.213,0.523,0.653,0.768
MAG-GUT43233,0.035,0.410,0.778,0.846,0.839
MAG-GUT43248,0.028,0.376,0.728,0.806,0.796
MAG-GUT43251,0.010,0.138,0.390,0.504,0.602
MAG-GUT43254,0.025,0.335,0.684,0.737,0.820
MAG-GUT43258,0.010,0.181,0.460,0.553,0.380
MAG-GUT43269,0.050,0.424,0.756,0.811,0.796
MAG-GUT43289,0.079,0.547,0.860,0.897,0.848
MAG-GUT432,0.016,0.193,0.454,0.543,0.603
MAG-GUT43329,0.033,0.387,0.754,0.821,0.820
MAG-GUT43330,0.057,0.301,0.536,0.614,0.598
MAG-GUT43366,0.017,0.179,0.414,0.513,0.546
MAG-GUT43377,0.027,0.220,0.455,0.571,0.608
MAG-GUT43378,0.017,0.153,0.319,0.392,0.451
MAG-GUT4338,0.014,0.250,0.584,0.691,0.775
MAG-GUT433,0.015,0.199,0.458,0.559,0.604
MAG-GUT43402,0.020,0.220,0.524,0.642,0.692
MAG-GUT43425,0.023,0.264,0.582,0.690,0.706
MAG-GUT43440,0.015,0.155,0.354,0.434,0.441
MAG-GUT43446,0.022,0.259,0.583,0.698,0.737
MAG-GUT43457,0.022,0.252,0.567,0.680,0.706
MAG-GUT43462,0.024,0.266,0.598,0.700,0.734
MAG-GUT43463,0.025,0.237,0.546,0.651,0.676
MAG-GUT43483,0.021,0.237,0.543,0.654,0.670
MAG-GUT43491,0.020,0.251,0.633,0.743,0.780
MAG-GUT43515,0.019,0.268,0.632,0.753,0.789
MAG-GUT43534,0.016,0.173,0.395,0.488,0.579
MAG-GUT43570,0.006,0.114,0.294,0.405,0.608
MAG-GUT43573,0.019,0.236,0.532,0.651,0.687
MAG-GUT43577,0.019,0.243,0.532,0.650,0.675
MAG-GUT435,0.014,0.192,0.446,0.552,0.602
MAG-GUT43620,0.023,0.258,0.577,0.686,0.715
MAG-GUT43623,0.018,0.258,0.574,0.667,0.698
MAG-GUT43628,0.017,0.245,0.543,0.646,0.685
MAG-GUT43633,0.042,0.323,0.615,0.719,0.761
MAG-GUT43648,0.013,0.139,0.374,0.500,0.599
MAG-GUT43658,0.019,0.195,0.424,0.533,0.635
MAG-GUT43691,0.054,0.441,0.789,0.847,0.821
MAG-GUT43698,0.037,0.232,0.394,0.432,0.369
MAG-GUT43751,0.023,0.263,0.582,0.704,0.727
MAG-GUT43773,0.067,0.493,0.798,0.863,0.831
MAG-GUT43797,0.021,0.237,0.530,0.623,0.628
